Study_Network_id,n_plants_total,total_pollinator_richness,n_plants_sampled,captured_pollinator_richness,repetition,sampling_proportion,sampling_percent,pollinator_richness_captured_percent
7_Scheper_Chize_25_Field_boundary_2015,31,27,8,10,44,0.25,25,37.03703703703704
7_Scheper_Chize_4_Field_boundary_2015,25,21,7,2,44,0.25,25,9.523809523809524
7_Scheper_Chize_5_Field_boundary_2015,32,21,8,6,44,0.25,25,28.571428571428573
7_Scheper_Chize_6_Field_boundary_2015,31,35,8,14,44,0.25,25,40
11_Clough_ASK_2021_2021,16,19,5,6,44,0.3,30,31.57894736842105
11_Clough_HAM_2021_2021,24,38,8,19,44,0.3,30,50
11_Clough_KOM_2021_2021,22,23,7,1,44,0.3,30,4.3478260869565215
11_Clough_LOB_2021_2021,21,19,7,6,44,0.3,30,31.57894736842105
11_Clough_PET_2021_2021,30,36,9,14,44,0.3,30,38.888888888888886
11_Clough_TAG_2021_2021,28,35,9,20,44,0.3,30,57.142857142857146
12_Ockinger_Norrang_Ryckelsby_Og,25,21,8,11,44,0.3,30,52.38095238095238
12_Ockinger_Sattra_Og,26,11,8,7,44,0.3,30,63.63636363636363
12_Ockinger_St_Tadinge,28,18,9,12,44,0.3,30,66.66666666666667
12_Ockinger_Tjalinge_Skogstibble,35,18,11,6,44,0.3,30,33.333333333333336
20_Hoiss_H5_2010,25,81,8,32,44,0.3,30,39.50617283950617
20_Hoiss_H6_2010,36,36,11,18,44,0.3,30,50
20_Hoiss_H7_2010,31,38,10,12,44,0.3,30,31.57894736842105
20_Hoiss_HO1_2010,30,52,9,17,44,0.3,30,32.69230769230769
20_Hoiss_HO5_2010,50,57,15,28,44,0.3,30,49.12280701754386
20_Hoiss_T4_2010,32,61,10,26,44,0.3,30,42.622950819672134
22_Kallnik_h1_2012,87,11,27,6,44,0.3,30,54.54545454545455
22_Kallnik_h2_2011,54,11,17,5,44,0.3,30,45.45454545454545
22_Kallnik_h3_2011,71,10,22,9,44,0.3,30,90
22_Kallnik_h4_2010,96,10,29,4,44,0.3,30,40
22_Kallnik_h4_2011,85,10,26,4,44,0.3,30,40
22_Kallnik_h5_2011,54,11,17,6,44,0.3,30,54.54545454545455
22_Kallnik_h5_2012,78,11,24,7,44,0.3,30,63.63636363636363
22_Kallnik_h6_2011,69,10,21,6,44,0.3,30,60
22_Kallnik_h7_2011,63,10,19,7,44,0.3,30,70
22_Kallnik_ho2_2011,68,10,21,9,44,0.3,30,90
22_Kallnik_ho3_2011,49,12,15,8,44,0.3,30,66.66666666666667
22_Kallnik_ho3_2012,61,10,19,7,44,0.3,30,70
22_Kallnik_ho4_2010,76,10,23,2,44,0.3,30,20
22_Kallnik_ho4_2011,71,13,22,7,44,0.3,30,53.84615384615385
22_Kallnik_ho4_2012,79,12,24,12,44,0.3,30,100
22_Kallnik_ho5_2011,59,12,18,9,44,0.3,30,75
22_Kallnik_wma3_2011,53,10,16,10,44,0.3,30,100
22_Kallnik_wma3_2012,71,10,22,5,44,0.3,30,50
22_Kallnik_wma4_2011,50,11,15,1,44,0.3,30,9.090909090909092
22_Kallnik_wma5_2011,55,10,17,9,44,0.3,30,90
22_Kallnik_wmb1_2012,92,11,28,8,44,0.3,30,72.72727272727273
22_Kallnik_wmb2_2011,89,12,27,10,44,0.3,30,83.33333333333333
22_Kallnik_wmb2_2012,108,11,33,8,44,0.3,30,72.72727272727273
22_Kallnik_wmb3_2011,90,10,27,5,44,0.3,30,50
22_Kallnik_wmb3_2012,106,10,32,7,44,0.3,30,70
22_Kallnik_wmb4_2010,84,12,26,10,44,0.3,30,83.33333333333333
22_Kallnik_wmb4_2011,78,13,24,7,44,0.3,30,53.84615384615385
22_Kallnik_wmb4_2012,87,11,27,8,44,0.3,30,72.72727272727273
22_Kallnik_wmb5_2010,91,11,28,9,44,0.3,30,81.81818181818181
22_Kallnik_wmb5_2011,82,11,25,9,44,0.3,30,81.81818181818181
22_Kallnik_wmb5_2012,90,11,27,7,44,0.3,30,63.63636363636363
28_Sutter_10_2013,44,16,14,10,44,0.3,30,62.5
28_Sutter_11_2013,38,14,12,9,44,0.3,30,64.28571428571429
28_Sutter_12_2013,34,12,11,9,44,0.3,30,75
28_Sutter_13_2013,45,13,14,7,44,0.3,30,53.84615384615385
28_Sutter_13_2014,30,11,9,3,44,0.3,30,27.272727272727273
28_Sutter_14_2013,20,12,6,6,44,0.3,30,50
28_Sutter_17_2013,47,17,15,10,44,0.3,30,58.8235294117647
28_Sutter_19_2013,35,20,11,10,44,0.3,30,50
28_Sutter_1_2013,46,14,14,10,44,0.3,30,71.42857142857143
28_Sutter_20_2013,24,15,8,11,44,0.3,30,73.33333333333333
28_Sutter_21_2013,43,16,13,5,44,0.3,30,31.25
28_Sutter_2_2013,29,15,9,10,44,0.3,30,66.66666666666667
28_Sutter_3_2013,34,21,11,11,44,0.3,30,52.38095238095238
28_Sutter_5_2013,50,23,15,13,44,0.3,30,56.52173913043478
28_Sutter_8_2013,34,17,11,7,44,0.3,30,41.1764705882353
28_Sutter_8_2014,22,18,7,3,44,0.3,30,16.666666666666668
29_Magrach_Gibraleon_2011,16,27,5,10,44,0.3,30,37.03703703703704
29_Magrach_Gravera_2011,18,25,6,13,44,0.3,30,52
29_Magrach_Niebla_2011,18,31,6,21,44,0.3,30,67.74193548387096
29_Magrach_Niebla_2012,21,26,7,18,44,0.3,30,69.23076923076923
29_Magrach_Villablanca_2011,18,22,6,15,44,0.3,30,68.18181818181819
2_Petanidou_Armolia_2015,37,73,12,29,44,0.3,30,39.726027397260275
2_Petanidou_Emborios_2015,21,80,7,35,44,0.3,30,43.75
2_Petanidou_Gridia_2015,38,73,12,33,44,0.3,30,45.205479452054796
2_Petanidou_Kato Fana_2015,14,60,5,45,44,0.3,30,75
2_Petanidou_Palios Katarraktis_2015,39,73,12,32,44,0.3,30,43.83561643835616
2_Petanidou_Vessa 2_2015,28,98,9,15,44,0.3,30,15.306122448979592
30_Smith_lsk48_2012,30,22,9,8,44,0.3,30,36.36363636363637
30_Smith_lsk57_2011,33,20,10,7,44,0.3,30,35
30_Smith_lsk73_2012,28,19,9,5,44,0.3,30,26.31578947368421
30_Smith_lsk74_2012,27,26,9,16,44,0.3,30,61.53846153846154
30_Smith_lsk77_2011,22,19,7,6,44,0.3,30,31.57894736842105
30_Smith_lsk77_2012,42,25,13,6,44,0.3,30,24
31_Roberts_Hunt_2013,44,12,14,10,44,0.3,30,83.33333333333333
31_Roberts_Jefferies_2013,31,13,10,2,44,0.3,30,15.384615384615385
31_Roberts_Livingstone_far_2012,30,12,9,4,44,0.3,30,33.333333333333336
31_Roberts_Livingstone_house_2012,30,14,9,3,44,0.3,30,21.428571428571427
31_Roberts_Mearns_2013,32,19,10,5,44,0.3,30,26.31578947368421
31_Roberts_White_left_2012,42,19,13,10,44,0.3,30,52.63157894736842
36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1,13,11,4,3,44,0.3,30,27.272727272727273
36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1,12,13,4,6,44,0.3,30,46.15384615384615
37_White_An,15,23,5,9,44,0.3,30,39.130434782608695
37_White_Bl,19,27,6,18,44,0.3,30,66.66666666666667
37_White_Bn,20,26,6,7,44,0.3,30,26.923076923076923
37_White_CW,26,33,8,14,44,0.3,30,42.42424242424242
37_White_Ce,18,20,6,8,44,0.3,30,40
37_White_Cn,29,34,9,12,44,0.3,30,35.294117647058826
37_White_ED,13,19,4,10,44,0.3,30,52.63157894736842
37_White_Fs,22,21,7,7,44,0.3,30,33.333333333333336
37_White_JK,25,24,8,10,44,0.3,30,41.666666666666664
37_White_Kr,29,17,9,11,44,0.3,30,64.70588235294117
37_White_ND,25,22,8,9,44,0.3,30,40.90909090909091
37_White_NG,21,25,7,12,44,0.3,30,48
37_White_Pn,12,17,4,5,44,0.3,30,29.41176470588235
37_White_WD,15,23,5,13,44,0.3,30,56.52173913043478
38_Maurer_A1,47,27,15,15,44,0.3,30,55.55555555555556
38_Maurer_A2,76,40,23,32,44,0.3,30,80
38_Maurer_A3,69,31,21,21,44,0.3,30,67.74193548387096
38_Maurer_A4,58,31,18,13,44,0.3,30,41.935483870967744
38_Maurer_R1,72,42,22,28,44,0.3,30,66.66666666666667
38_Maurer_R2,54,51,17,25,44,0.3,30,49.01960784313726
38_Maurer_R3,95,48,29,30,44,0.3,30,62.5
38_Maurer_R4,66,37,20,15,44,0.3,30,40.54054054054054
38_Maurer_U2,113,64,34,44,44,0.3,30,68.75
38_Maurer_U3,92,49,28,23,44,0.3,30,46.93877551020408
39_Schweiger_I1_ruderal_1_2021,23,20,7,9,44,0.3,30,45
39_Schweiger_I2_semi.natural.grass_5_2021,18,27,6,12,44,0.3,30,44.44444444444444
39_Schweiger_I2_woodland.scrub_1_2021,23,22,7,9,44,0.3,30,40.90909090909091
39_Schweiger_I4_woodland.scrub_3_2021,22,21,7,11,44,0.3,30,52.38095238095238
39_Schweiger_R1_semi.natural.grass_4_2021,15,23,5,18,44,0.3,30,78.26086956521739
39_Schweiger_R4_semi.natural.grass_2_2021,11,25,4,20,44,0.3,30,80
40_Knight_Ghe_ari_2017,30,129,9,48,44,0.3,30,37.2093023255814
41_Knight_1 wooded meadow_2018,39,37,12,21,44,0.3,30,56.75675675675676
41_Knight_2 alvar pasture_2018,32,17,10,4,44,0.3,30,23.529411764705884
41_Knight_3 alvar pasture_2018,21,34,7,28,44,0.3,30,82.3529411764706
41_Knight_4 wooded meadow_2018,30,23,9,18,44,0.3,30,78.26086956521739
41_Knight_5 wooded meadow_2018,27,47,9,14,44,0.3,30,29.78723404255319
41_Knight_6 alvar pasture_2018,37,23,12,8,44,0.3,30,34.78260869565217
42_Knight_M1Restored_2019,45,25,14,16,44,0.3,30,64
42_Knight_M2Natural_2019,31,19,10,3,44,0.3,30,15.789473684210526
42_Knight_M3Natural_2019,37,17,12,11,44,0.3,30,64.70588235294117
42_Knight_M4Restored_2019,33,19,10,4,44,0.3,30,21.05263157894737
42_Knight_M5Restored_2019,37,21,12,12,44,0.3,30,57.142857142857146
42_Knight_M6Natural_2019,47,35,15,17,44,0.3,30,48.57142857142857
42_Knight_M8Restored_2019,32,15,10,11,44,0.3,30,73.33333333333333
44_Knight_M11_2018,46,33,14,11,44,0.3,30,33.333333333333336
44_Knight_M12_2018,43,55,13,15,44,0.3,30,27.272727272727273
44_Knight_M13_2018,32,23,10,4,44,0.3,30,17.391304347826086
44_Knight_M15_2018,45,58,14,16,44,0.3,30,27.586206896551722
44_Knight_M16_2018,50,50,15,40,44,0.3,30,80
44_Knight_M17_2018,33,48,10,14,44,0.3,30,29.166666666666668
44_Knight_M18_2018,39,44,12,23,44,0.3,30,52.27272727272727
44_Knight_M1_2018,23,37,7,12,44,0.3,30,32.432432432432435
44_Knight_M3_2018,57,63,18,20,44,0.3,30,31.746031746031747
44_Knight_M4_2018,46,56,14,25,44,0.3,30,44.642857142857146
44_Knight_M6_2018,69,33,21,13,44,0.3,30,39.39393939393939
44_Knight_M8_2018,67,41,21,25,44,0.3,30,60.97560975609756
45_Knight_Hermanovice_meadow_2018,32,47,10,19,44,0.3,30,40.42553191489362
45_Knight_HorniGrunt_meadow_2018,26,38,8,26,44,0.3,30,68.42105263157895
45_Knight_Mnichov_meadow_2018,29,53,9,17,44,0.3,30,32.075471698113205
46_Knight_Gora_Gipsowa_2018,37,41,12,10,44,0.3,30,24.390243902439025
47_Benadi_1,81,190,25,72,44,0.3,30,37.89473684210526
47_Benadi_2,54,162,17,90,44,0.3,30,55.55555555555556
47_Benadi_3,67,150,21,106,44,0.3,30,70.66666666666667
47_Benadi_4,55,144,17,76,44,0.3,30,52.77777777777778
47_Benadi_5,68,131,21,67,44,0.3,30,51.14503816793893
47_Benadi_6,63,96,19,64,44,0.3,30,66.66666666666667
4_Marini_UNIPD01 A_2018,23,69,7,34,44,0.3,30,49.27536231884058
4_Marini_UNIPD01 An_2018,27,54,9,36,44,0.3,30,66.66666666666667
4_Marini_UNIPD01 B_2018,29,58,9,32,44,0.3,30,55.172413793103445
4_Marini_UNIPD01 Bn_2018,32,90,10,44,44,0.3,30,48.888888888888886
4_Marini_UNIPD01 C_2018,37,67,12,45,44,0.3,30,67.16417910447761
4_Marini_UNIPD01 Cn_2018,30,65,9,30,44,0.3,30,46.15384615384615
4_Marini_UNIPD01 E_2018,46,73,14,39,44,0.3,30,53.42465753424658
4_Marini_UNIPD01 En_2018,40,67,12,36,44,0.3,30,53.73134328358209
4_Marini_UNIPD01 F_2018,25,32,8,21,44,0.3,30,65.625
4_Marini_UNIPD01 Fn_2018,29,31,9,21,44,0.3,30,67.74193548387096
4_Marini_UNIPD01 G_2018,25,56,8,36,44,0.3,30,64.28571428571429
4_Marini_UNIPD01 Gn_2018,28,45,9,17,44,0.3,30,37.77777777777778
4_Marini_UNIPD01 H_2018,50,98,15,41,44,0.3,30,41.83673469387755
4_Marini_UNIPD01 Hn_2018,38,82,12,36,44,0.3,30,43.90243902439025
4_Marini_UNIPD01 I_2018,33,74,10,22,44,0.3,30,29.72972972972973
4_Marini_UNIPD01 In_2018,44,93,14,40,44,0.3,30,43.01075268817204
50_Hervias-Parejo_Cala Tirant_2021,18,77,6,59,44,0.3,30,76.62337662337663
50_Hervias-Parejo_Llucalari_2021,11,62,4,30,44,0.3,30,48.38709677419355
50_Hervias-Parejo_Sa Bassa_2021,15,81,5,17,44,0.3,30,20.987654320987655
50_Hervias-Parejo_Salinas_2021,27,95,9,42,44,0.3,30,44.21052631578947
50_Hervias-Parejo_Torre Fornells_2021,21,83,7,40,44,0.3,30,48.19277108433735
50_Hervias-Parejo_coast Son Bou_2021,10,46,3,8,44,0.3,30,17.391304347826086
51_Petanidou_Pyrgos_2013,39,66,12,40,44,0.3,30,60.60606060606061
51_Petanidou_Sigri 3_2012,28,51,9,23,44,0.3,30,45.09803921568628
54_Lazaro_AloeVera_2018_2018,11,60,4,8,44,0.3,30,13.333333333333334
54_Lazaro_SonBaco_2018_2018,14,73,5,9,44,0.3,30,12.32876712328767
54_Lazaro_SonMutNou_2018_2018,12,69,4,51,44,0.3,30,73.91304347826087
54_Lazaro_UIB_2018_2018,20,72,6,44,44,0.3,30,61.111111111111114
5_Marini_UNIPD02 AA_2019,24,24,8,14,44,0.3,30,58.333333333333336
5_Marini_UNIPD02 AB_2019,26,16,8,5,44,0.3,30,31.25
5_Marini_UNIPD02 AC_2019,31,23,10,9,44,0.3,30,39.130434782608695
5_Marini_UNIPD02 AD_2019,20,14,6,6,44,0.3,30,42.857142857142854
5_Marini_UNIPD02 AE_2019,19,35,6,11,44,0.3,30,31.428571428571427
5_Marini_UNIPD02 AF_2019,16,24,5,13,44,0.3,30,54.166666666666664
5_Marini_UNIPD02 AG_2019,25,52,8,23,44,0.3,30,44.23076923076923
5_Marini_UNIPD02 AH_2019,22,35,7,9,44,0.3,30,25.714285714285715
5_Marini_UNIPD02 AI_2019,21,16,7,6,44,0.3,30,37.5
5_Marini_UNIPD02 AJ_2019,10,31,3,14,44,0.3,30,45.16129032258065
5_Marini_UNIPD02 AK_2019,10,21,3,7,44,0.3,30,33.333333333333336
5_Marini_UNIPD02 AL_2019,27,39,9,20,44,0.3,30,51.282051282051285
5_Marini_UNIPD02 AM_2019,31,34,10,12,44,0.3,30,35.294117647058826
5_Marini_UNIPD02 AN_2019,12,20,4,6,44,0.3,30,30
5_Marini_UNIPD02 AO_2019,18,29,6,9,44,0.3,30,31.03448275862069
5_Marini_UNIPD02 AP_2019,16,18,5,3,44,0.3,30,16.666666666666668
5_Marini_UNIPD02 AQ_2019,15,24,5,8,44,0.3,30,33.333333333333336
5_Marini_UNIPD02 AS_2019,14,22,5,9,44,0.3,30,40.90909090909091
5_Marini_UNIPD02 AT_2019,16,26,5,13,44,0.3,30,50
5_Marini_UNIPD02 AV_2019,10,13,3,5,44,0.3,30,38.46153846153846
5_Marini_UNIPD02 A_2019,17,35,6,15,44,0.3,30,42.857142857142854
5_Marini_UNIPD02 B_2019,21,32,7,14,44,0.3,30,43.75
5_Marini_UNIPD02 C_2019,19,35,6,8,44,0.3,30,22.857142857142858
5_Marini_UNIPD02 D_2019,17,32,6,16,44,0.3,30,50
5_Marini_UNIPD02 E_2019,12,32,4,16,44,0.3,30,50
5_Marini_UNIPD02 G_2019,19,27,6,13,44,0.3,30,48.148148148148145
5_Marini_UNIPD02 H_2019,15,21,5,12,44,0.3,30,57.142857142857146
5_Marini_UNIPD02 I_2019,16,35,5,9,44,0.3,30,25.714285714285715
5_Marini_UNIPD02 K_2019,16,31,5,8,44,0.3,30,25.806451612903224
5_Marini_UNIPD02 L_2019,13,20,4,10,44,0.3,30,50
5_Marini_UNIPD02 M_2019,26,35,8,15,44,0.3,30,42.857142857142854
5_Marini_UNIPD02 N_2019,17,20,6,8,44,0.3,30,40
5_Marini_UNIPD02 O_2019,19,31,6,13,44,0.3,30,41.935483870967744
5_Marini_UNIPD02 P_2019,15,24,5,10,44,0.3,30,41.666666666666664
5_Marini_UNIPD02 Q_2019,18,22,6,11,44,0.3,30,50
5_Marini_UNIPD02 S_2019,22,31,7,9,44,0.3,30,29.032258064516128
5_Marini_UNIPD02 T_2019,21,18,7,10,44,0.3,30,55.55555555555556
5_Marini_UNIPD02 U_2019,28,23,9,10,44,0.3,30,43.47826086956522
5_Marini_UNIPD02 V_2019,29,39,9,13,44,0.3,30,33.333333333333336
5_Marini_UNIPD02 W_2019,21,36,7,23,44,0.3,30,63.888888888888886
5_Marini_UNIPD02 X_2019,27,41,9,10,44,0.3,30,24.390243902439025
5_Marini_UNIPD02 Y_2019,20,45,6,8,44,0.3,30,17.77777777777778
5_Marini_UNIPD02 Z_2019,15,27,5,8,44,0.3,30,29.62962962962963
6_Marini_UNIPD03 CD13_2020,13,25,4,20,44,0.3,30,80
6_Marini_UNIPD03 CD14_2020,18,30,6,8,44,0.3,30,26.666666666666668
6_Marini_UNIPD03 CD15_2020,24,43,8,29,44,0.3,30,67.44186046511628
6_Marini_UNIPD03 CD16_2020,26,52,8,33,44,0.3,30,63.46153846153846
6_Marini_UNIPD03 CD17_2020,27,51,9,23,44,0.3,30,45.09803921568628
6_Marini_UNIPD03 CD20_2020,17,44,6,31,44,0.3,30,70.45454545454545
6_Marini_UNIPD03 CD22_2020,22,24,7,19,44,0.3,30,79.16666666666667
6_Marini_UNIPD03 CD23_2020,23,39,7,20,44,0.3,30,51.282051282051285
6_Marini_UNIPD03 CD26_2020,11,26,4,15,44,0.3,30,57.69230769230769
6_Marini_UNIPD03 CD27_2020,23,34,7,23,44,0.3,30,67.6470588235294
6_Marini_UNIPD03 CD28_2020,27,42,9,27,44,0.3,30,64.28571428571429
6_Marini_UNIPD03 CD29_2020,21,35,7,21,44,0.3,30,60
6_Marini_UNIPD03 CD2_2020,10,22,3,14,44,0.3,30,63.63636363636363
6_Marini_UNIPD03 CD34_2020,14,45,5,28,44,0.3,30,62.22222222222222
6_Marini_UNIPD03 D11_2020,13,28,4,7,44,0.3,30,25
6_Marini_UNIPD03 D17_2020,10,26,3,6,44,0.3,30,23.076923076923077
6_Marini_UNIPD03 D21_2020,11,23,4,15,44,0.3,30,65.21739130434783
6_Marini_UNIPD03 D24_2020,17,33,6,16,44,0.3,30,48.484848484848484
6_Marini_UNIPD03 D28_2020,19,32,6,18,44,0.3,30,56.25
6_Marini_UNIPD03 D29_2020,15,28,5,16,44,0.3,30,57.142857142857146
6_Marini_UNIPD03 D34_2020,13,37,4,21,44,0.3,30,56.75675675675676
6_Marini_UNIPD03 D35_2020,13,24,4,15,44,0.3,30,62.5
6_Marini_UNIPD03 D5_2020,17,30,6,14,44,0.3,30,46.666666666666664
6_Marini_UNIPD03 D8_2020,11,18,4,5,44,0.3,30,27.77777777777778
6_Marini_UNIPD03 E14_2020,19,34,6,21,44,0.3,30,61.76470588235294
6_Marini_UNIPD03 E19_2020,19,28,6,15,44,0.3,30,53.57142857142857
6_Marini_UNIPD03 E25_2020,17,24,6,17,44,0.3,30,70.83333333333333
6_Marini_UNIPD03 E26_2020,24,45,8,34,44,0.3,30,75.55555555555556
6_Marini_UNIPD03 E31_2020,13,22,4,14,44,0.3,30,63.63636363636363
6_Marini_UNIPD03 E32_2020,10,20,3,8,44,0.3,30,40
6_Marini_UNIPD03 E33_2020,13,40,4,15,44,0.3,30,37.5
6_Marini_UNIPD03 E35_2020,14,36,5,10,44,0.3,30,27.77777777777778
6_Marini_UNIPD03 E36_2020,11,42,4,16,44,0.3,30,38.095238095238095
7_Scheper_Chize_10_Field_boundary_2015,37,22,12,6,44,0.3,30,27.272727272727273
7_Scheper_Chize_12_Field_boundary_2015,34,34,11,8,44,0.3,30,23.529411764705884
7_Scheper_Chize_14_Field_boundary_2015,35,38,11,7,44,0.3,30,18.42105263157895
7_Scheper_Chize_19_Field_boundary_2015,32,22,10,14,44,0.3,30,63.63636363636363
7_Scheper_Chize_1_Field_boundary_2015,25,22,8,9,44,0.3,30,40.90909090909091
7_Scheper_Chize_1_Grassland_2015,14,22,5,16,44,0.3,30,72.72727272727273
7_Scheper_Chize_25_Field_boundary_2015,31,27,10,13,44,0.3,30,48.148148148148145
7_Scheper_Chize_4_Field_boundary_2015,25,21,8,9,44,0.3,30,42.857142857142854
7_Scheper_Chize_5_Field_boundary_2015,32,21,10,3,44,0.3,30,14.285714285714286
7_Scheper_Chize_6_Field_boundary_2015,31,35,10,17,44,0.3,30,48.57142857142857
11_Clough_ASK_2021_2021,16,19,6,12,44,0.35000000000000003,35,63.1578947368421
11_Clough_HAM_2021_2021,24,38,9,27,44,0.35000000000000003,35,71.05263157894737
11_Clough_KOM_2021_2021,22,23,8,5,44,0.35000000000000003,35,21.73913043478261
11_Clough_LOB_2021_2021,21,19,8,6,44,0.35000000000000003,35,31.57894736842105
11_Clough_PET_2021_2021,30,36,11,16,44,0.35000000000000003,35,44.44444444444444
11_Clough_TAG_2021_2021,28,35,10,11,44,0.35000000000000003,35,31.428571428571427
12_Ockinger_Norrang_Ryckelsby_Og,25,21,9,7,44,0.35000000000000003,35,33.333333333333336
12_Ockinger_Sattra_Og,26,11,10,6,44,0.35000000000000003,35,54.54545454545455
12_Ockinger_St_Tadinge,28,18,10,13,44,0.35000000000000003,35,72.22222222222223
12_Ockinger_Tjalinge_Skogstibble,35,18,13,4,44,0.35000000000000003,35,22.22222222222222
20_Hoiss_H5_2010,25,81,9,51,44,0.35000000000000003,35,62.96296296296296
20_Hoiss_H6_2010,36,36,13,21,44,0.35000000000000003,35,58.333333333333336
20_Hoiss_H7_2010,31,38,11,17,44,0.35000000000000003,35,44.73684210526316
20_Hoiss_HO1_2010,30,52,11,7,44,0.35000000000000003,35,13.461538461538462
20_Hoiss_HO5_2010,50,57,18,26,44,0.35000000000000003,35,45.6140350877193
20_Hoiss_T4_2010,32,61,12,21,44,0.35000000000000003,35,34.42622950819672
22_Kallnik_h1_2012,87,11,31,7,44,0.35000000000000003,35,63.63636363636363
22_Kallnik_h2_2011,54,11,19,10,44,0.35000000000000003,35,90.9090909090909
22_Kallnik_h3_2011,71,10,25,8,44,0.35000000000000003,35,80
22_Kallnik_h4_2010,96,10,34,7,44,0.35000000000000003,35,70
22_Kallnik_h4_2011,85,10,30,7,44,0.35000000000000003,35,70
22_Kallnik_h5_2011,54,11,19,10,44,0.35000000000000003,35,90.9090909090909
22_Kallnik_h5_2012,78,11,28,8,44,0.35000000000000003,35,72.72727272727273
22_Kallnik_h6_2011,69,10,25,8,44,0.35000000000000003,35,80
22_Kallnik_h7_2011,63,10,23,5,44,0.35000000000000003,35,50
22_Kallnik_ho2_2011,68,10,24,10,44,0.35000000000000003,35,100
22_Kallnik_ho3_2011,49,12,18,11,44,0.35000000000000003,35,91.66666666666667
22_Kallnik_ho3_2012,61,10,22,8,44,0.35000000000000003,35,80
22_Kallnik_ho4_2010,76,10,27,6,44,0.35000000000000003,35,60
22_Kallnik_ho4_2011,71,13,25,12,44,0.35000000000000003,35,92.3076923076923
22_Kallnik_ho4_2012,79,12,28,9,44,0.35000000000000003,35,75
22_Kallnik_ho5_2011,59,12,21,9,44,0.35000000000000003,35,75
22_Kallnik_wma3_2011,53,10,19,9,44,0.35000000000000003,35,90
22_Kallnik_wma3_2012,71,10,25,8,44,0.35000000000000003,35,80
22_Kallnik_wma4_2011,50,11,18,6,44,0.35000000000000003,35,54.54545454545455
22_Kallnik_wma5_2011,55,10,20,10,44,0.35000000000000003,35,100
22_Kallnik_wmb1_2012,92,11,33,10,44,0.35000000000000003,35,90.9090909090909
22_Kallnik_wmb2_2011,89,12,32,9,44,0.35000000000000003,35,75
22_Kallnik_wmb2_2012,108,11,38,11,44,0.35000000000000003,35,100
22_Kallnik_wmb3_2011,90,10,32,8,44,0.35000000000000003,35,80
22_Kallnik_wmb3_2012,106,10,38,8,44,0.35000000000000003,35,80
22_Kallnik_wmb4_2010,84,12,30,7,44,0.35000000000000003,35,58.333333333333336
22_Kallnik_wmb4_2011,78,13,28,10,44,0.35000000000000003,35,76.92307692307692
22_Kallnik_wmb4_2012,87,11,31,6,44,0.35000000000000003,35,54.54545454545455
22_Kallnik_wmb5_2010,91,11,32,10,44,0.35000000000000003,35,90.9090909090909
22_Kallnik_wmb5_2011,82,11,29,9,44,0.35000000000000003,35,81.81818181818181
22_Kallnik_wmb5_2012,90,11,32,8,44,0.35000000000000003,35,72.72727272727273
28_Sutter_10_2013,44,16,16,11,44,0.35000000000000003,35,68.75
28_Sutter_11_2013,38,14,14,13,44,0.35000000000000003,35,92.85714285714286
28_Sutter_12_2013,34,12,12,5,44,0.35000000000000003,35,41.666666666666664
28_Sutter_13_2013,45,13,16,6,44,0.35000000000000003,35,46.15384615384615
28_Sutter_13_2014,30,11,11,7,44,0.35000000000000003,35,63.63636363636363
28_Sutter_14_2013,20,12,8,2,44,0.35000000000000003,35,16.666666666666668
28_Sutter_17_2013,47,17,17,9,44,0.35000000000000003,35,52.94117647058823
28_Sutter_19_2013,35,20,13,13,44,0.35000000000000003,35,65
28_Sutter_1_2013,46,14,17,9,44,0.35000000000000003,35,64.28571428571429
28_Sutter_20_2013,24,15,9,8,44,0.35000000000000003,35,53.333333333333336
28_Sutter_21_2013,43,16,16,9,44,0.35000000000000003,35,56.25
28_Sutter_2_2013,29,15,11,8,44,0.35000000000000003,35,53.333333333333336
28_Sutter_3_2013,34,21,12,14,44,0.35000000000000003,35,66.66666666666667
28_Sutter_5_2013,50,23,18,10,44,0.35000000000000003,35,43.47826086956522
28_Sutter_8_2013,34,17,12,6,44,0.35000000000000003,35,35.294117647058826
28_Sutter_8_2014,22,18,8,15,44,0.35000000000000003,35,83.33333333333333
29_Magrach_Gibraleon_2011,16,27,6,7,44,0.35000000000000003,35,25.925925925925927
29_Magrach_Gravera_2011,18,25,7,15,44,0.35000000000000003,35,60
29_Magrach_Niebla_2011,18,31,7,4,44,0.35000000000000003,35,12.903225806451612
29_Magrach_Niebla_2012,21,26,8,6,44,0.35000000000000003,35,23.076923076923077
29_Magrach_Villablanca_2011,18,22,7,13,44,0.35000000000000003,35,59.09090909090909
2_Petanidou_Armolia_2015,37,73,13,43,44,0.35000000000000003,35,58.9041095890411
2_Petanidou_Emborios_2015,21,80,8,52,44,0.35000000000000003,35,65
2_Petanidou_Gridia_2015,38,73,14,25,44,0.35000000000000003,35,34.24657534246575
2_Petanidou_Kato Fana_2015,14,60,5,16,44,0.35000000000000003,35,26.666666666666668
2_Petanidou_Palios Katarraktis_2015,39,73,14,19,44,0.35000000000000003,35,26.027397260273972
2_Petanidou_Vessa 2_2015,28,98,10,35,44,0.35000000000000003,35,35.714285714285715
30_Smith_lsk48_2012,30,22,11,8,44,0.35000000000000003,35,36.36363636363637
